record_id,tool_name,vendor,product,version,control_domain,control_objective,current_control_id,current_control_name,framework_alignment,deployment_scope,environment,coverage_level,effectiveness_score,operational_status,annual_cost_usd,utilization_percent,license_count,eol_date,notes
TM-0322,FIM,Tripwire,FIM from Tripwire,v3,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Partial,74.3,Active,250003,61,3807,,
TM-0323,SMS Gateway,SMSEagle,SMS Gateway from SMSEagle,v1,SOC,"Monitoring, detection, and response control coverage via SMS Gateway",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Cloud,Missing,90.4,Under Review,205543,76,14351,,
TM-0324,PAM and PRA,BeyondTrust,PAM and PRA from BeyondTrust,Latest,Identity,Identity and privileged access controls for PAM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,Regional,Cloud,Covered,73.9,Active,174249,59,21988,,
TM-0325,DAM,IBM,DAM from IBM,v2,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0,HQ + Branches,Cloud,Missing,36.3,Under Review,200006,52,12351,,
TM-0326,Patch Management,Ivanti,Patch Management from Ivanti,v1,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,Cloud,Missing,62.9,Under Review,175199,61,16181,,
TM-0327,Password Policy Enforcement,Nfront,Password Policy Enforcement from Nfront,v2,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,CIS-v8.1,Regional,On-Prem,Partial,82.8,Under Review,259577,67,4075,,
TM-0328,Digital Risk Protection,Group IB,Digital Risk Protection from Group IB,v3,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Partial,68,Active,179688,90,5114,,
TM-0329,Network Packet Broker,Keysight,Network Packet Broker from Keysight,v1,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,57.7,Active,280608,64,9995,,
TM-0330,Data Privacy,BigID,Data Privacy from BigID,v1,SOC,"Monitoring, detection, and response control coverage via Data Privacy",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,72.4,Active,378957,71,8822,,
TM-0331,DLP,Digital Guardian,DLP from Digital Guardian,v2,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Cloud,Covered,38.1,Under Review,353031,48,5627,,
TM-0332,EPP,Symantec,EPP from Symantec,v2,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Partial,67.3,Under Review,344047,77,11915,,
TM-0333,WAF,Array Networks,WAF from Array Networks,v2,Network,Network boundary and segmentation controls enabled by WAF,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,73.3,Planned,398044,79,6971,,
TM-0334,GRC,Whitehats,GRC from Whitehats,Latest,Data,Data security and application protection with GRC,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Cloud,Covered,54,Active,284632,71,302,,
TM-0335,DLP,McAfee,DLP from McAfee,v3,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Partial,65.3,Active,209074,55,7008,,
TM-0336,Password Policy Enforcement,Netwrix,Password Policy Enforcement from Netwrix,v3,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0,Regional,Hybrid,Missing,85.7,Under Review,214606,76,17057,,
TM-0337,SSO,Imprivata,SSO from Imprivata,v1,SOC,"Monitoring, detection, and response control coverage via SSO",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Covered,61.4,Active,140101,79,14352,,
TM-0338,VPN,Pulse Secure,VPN from Pulse Secure,v2,SOC,"Monitoring, detection, and response control coverage via VPN",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,On-Prem,Missing,77.3,Active,371789,87,21927,,
TM-0339,EPP,SentinelOne,EPP from SentinelOne,v2,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Enterprise-wide,On-Prem,Covered,51.3,Under Review,294626,46,17031,,
TM-0340,Firewalls,Fortinet,Firewalls from Fortinet,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,81.9,Active,423738,55,6602,,
TM-0341,FortiAnalyzer,Unknown Vendor,FortiAnalyzer,v3,SOC,"Monitoring, detection, and response control coverage via FortiAnalyzer",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,On-Prem,Covered,75,Active,307507,64,4960,,
TM-0342,Email Security,Barracuda,Email Security from Barracuda,v1,Email,Email threat prevention and response via Email Security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Covered,89.9,Active,175074,56,24681,,
TM-0343,Firewalls,Fortinet,Firewalls from Fortinet and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Hybrid,Partial,65.7,Active,215297,74,237,,
TM-0344,Firewalls,Palo Alto,Firewalls from Fortinet and Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Regional,Hybrid,Partial,83.1,Active,364537,74,10156,,
TM-0345,FortiSIEM and FortiSOAR,Unknown Vendor,FortiSIEM and FortiSOAR,Latest,SOC,"Monitoring, detection, and response control coverage via FortiSIEM and FortiSOAR",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Production,Partial,81,Planned,385113,82,13332,,
TM-0346,Deep Security and EPP,Trend Micro,Deep Security and EPP from Trend Micro,v1,Endpoint,Endpoint protection and workload hardening using Deep Security and EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,90.3,Active,134855,66,7736,,
TM-0347,EPP,Trend Micro,EPP from Trend Micro,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,BU-specific,Cloud,Partial,67.8,Active,214946,78,3448,,
TM-0348,XDR,Trend Micro,XDR from Trend Micro,Latest,SOC,"Monitoring, detection, and response control coverage via XDR",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Hybrid,Missing,92.8,Active,195327,80,3384,,
TM-0349,Enail Security,Proofpoint,Enail Security from Proofpoint,v1,SOC,"Monitoring, detection, and response control coverage via Enail Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,76,Active,380691,51,13424,,
TM-0350,FIM,Netwrix,FIM from Netwrix,v1,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,36.2,Active,249197,58,13736,,
TM-0351,Firewalls,Palo Alto,Firewalls from Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Partial,74.7,Active,380627,76,6837,,
TM-0352,WAF and Email Security,Barracuda,WAF and Email Security from Barracuda,v2,Data,Data security and application protection with WAF and Email Security,PR.DS,Data Security,CIS-v8.1,Enterprise-wide,Production,Covered,84.4,Active,280776,84,20807,,
TM-0353,Web Security,Forcepoint,Web Security from Forcepoint,v2,SOC,"Monitoring, detection, and response control coverage via Web Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,Cloud,Covered,69.5,Planned,326826,65,5954,,
TM-0354,SIEM,Elastic,SIEM from Elastic,v1,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,77.1,Active,155763,67,18122,,
TM-0355,Security Scoring,Black Kite,Security Scoring from Black Kite,v1,SOC,"Monitoring, detection, and response control coverage via Security Scoring",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,On-Prem,Missing,53.6,Active,158545,46,1101,,
TM-0356,"EPP, Firewalls, and Email Security",Check Point,"EPP, Firewalls, and Email Security from Check Point",v3,Endpoint,"Endpoint protection and workload hardening using EPP, Firewalls, and Email Security",CIS-10,Malware Defenses,CIS-v8.1,BU-specific,On-Prem,Partial,41,Under Review,121105,88,16624,,
TM-0357,PAM,Delinea,PAM from Delinea,v2,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,BU-specific,On-Prem,Missing,51.9,Under Review,168328,56,2952,,
TM-0358,Adaptive MFA,Okta,Adaptive MFA,Latest,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,BU-specific,On-Prem,Partial,65.1,Active,272826,45,3416,,
TM-0359,Entra ID P2,Microsoft,Entra ID P2,v1,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,NIST-CSF-2.0,Enterprise-wide,On-Prem,Missing,65.4,Active,181666,73,19505,,
TM-0360,PAM,CyberArk,PAM,v1,Identity,Identity and privileged access governance,PR.AA,Privileged Access Management,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Missing,42.1,Active,101855,51,7938,,
TM-0361,IdentityIQ,SailPoint,IdentityIQ,v2,Identity,Identity lifecycle and provisioning,CIS-5,Account Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Covered,80.8,Active,227565,75,3818,,
TM-0362,PingFederate,Ping Identity,PingFederate,v1,Identity,Identity lifecycle and provisioning,CIS-5,Access Governance,NIST-CSF-2.0,Regional,On-Prem,Missing,89.8,Active,192550,50,24257,,
TM-0363,Falcon Insight XDR,CrowdStrike,Falcon Insight XDR,v1,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,49.8,Active,303905,63,21431,,
TM-0364,Singularity Complete,SentinelOne,Singularity Complete,Latest,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,CIS-v8.1,Enterprise-wide,On-Prem,Partial,36.1,Active,118671,69,20668,,
TM-0365,Defender for Endpoint,Microsoft,Defender for Endpoint,v3,Endpoint,Endpoint protection and hardening,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Missing,57.9,Active,163946,63,14056,,
TM-0366,VMDR,Qualys,VMDR,Latest,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Covered,82.8,Active,192608,87,24115,,
TM-0367,Nessus / Tenable.sc,Tenable,Nessus / Tenable.sc,v3,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Covered,45.3,Active,283479,80,2781,,
TM-0368,NGFW + Panorama,Palo Alto,NGFW + Panorama,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,86.9,Active,270235,82,1276,,
TM-0369,FortiGate + FortiManager,Fortinet,FortiGate + FortiManager,v1,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,HQ + Branches,Hybrid,Missing,35.3,Under Review,343650,62,14677,,
TM-0370,Quantum Security Gateway,Check Point,Quantum Security Gateway,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Covered,76.4,Active,264748,90,10536,,
TM-0371,ZIA + ZPA,Zscaler,ZIA + ZPA,v2,Network,Secure access service edge and zero trust,PR.AC,Access Control,CIS-v8.1,HQ + Branches,Cloud,Missing,63.5,Active,295746,79,18740,,
TM-0372,SSE,Netskope,SSE,v3,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,74.3,Active,272745,77,24535,,
TM-0373,Enterprise Security,Splunk,Enterprise Security,v2,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Partial,70.4,Active,399604,79,16895,,
TM-0374,QRadar SIEM,IBM,QRadar SIEM,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Production,Covered,44.2,Active,187172,82,4124,,
TM-0375,Sentinel,Microsoft,Sentinel,v3,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,78.5,Active,345527,37,20372,,
TM-0376,Cortex XSOAR,Palo Alto,Cortex XSOAR,v1,SOC,Automated incident orchestration and response,RS.RP,Incident Response,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,84.4,Under Review,212264,76,23170,,
TM-0377,SOAR Platform,Swimlane,SOAR Platform,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,CIS-v8.1,BU-specific,Production,Covered,50.8,Active,353344,89,20769,,
TM-0378,Purview DLP,Microsoft,Purview DLP,v3,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Covered,46.2,Active,169361,45,12904,,
TM-0379,DLP,Symantec,DLP,Latest,Data,Data classification and loss prevention,PR.DS,Data Security,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,43.2,Active,187324,55,17777,,
TM-0380,DAM + Data Security Fabric,Imperva,DAM + Data Security Fabric,v2,Data,Database and structured data protection,PR.DS,Data Security,NIST-CSF-2.0,Regional,Cloud,Partial,83.7,Active,342588,53,19772,,
TM-0381,Advanced WAF,F5,Advanced WAF,v3,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0,BU-specific,Hybrid,Missing,67.8,Under Review,162073,69,10157,,
TM-0382,WAF + API Shield,Cloudflare,WAF + API Shield,v3,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0,Regional,Cloud,Covered,53.5,Planned,283226,64,14086,,
TM-0383,CNAPP,Wiz,CNAPP,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,BU-specific,On-Prem,Covered,75.5,Planned,215098,37,22155,,
TM-0384,Prisma Cloud,Prisma,Prisma Cloud,Latest,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,NIST-CSF-2.0,HQ + Branches,Cloud,Partial,52.8,Planned,393209,58,20094,,
TM-0385,Cloud Security Platform,Orca,Cloud Security Platform,Latest,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,Enterprise-wide,Cloud,Missing,47.1,Active,432049,45,23912,,
TM-0386,Cloud Permissions Firewall,Sonrai,Cloud Permissions Firewall,v1,Cloud,Cloud identity and entitlement governance,CIS-5,Account Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Partial,83.7,Under Review,270656,41,13499,,
TM-0387,CNAPP + Runtime,Aqua,CNAPP + Runtime,Latest,Cloud,Kubernetes and container runtime protection,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,80.2,Active,162560,46,6387,,
TM-0388,Email Protection,Proofpoint,Email Protection,v1,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Covered,63.4,Active,93284,59,3063,,
TM-0389,Email Security Cloud,Mimecast,Email Security Cloud,v1,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,39.6,Planned,67842,84,7617,,
TM-0390,Defender for Office 365,Microsoft,Defender for Office 365,v1,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,HQ + Branches,On-Prem,Covered,76.6,Active,119549,43,9847,,
TM-0391,Email Protection,Barracuda,Email Protection,v3,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Partial,92.6,Under Review,143248,58,23742,,
TM-0392,PRA,BeyondTrust,PRA from BeyondTrust,v2,Identity,Identity and privileged access controls for PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,Enterprise-wide,Production,Partial,59.8,Active,109823,48,18566,,
TM-0393,EPP,McAfee,EPP from McAfee,v3,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,48.9,Under Review,157026,46,20015,,
TM-0394,SIEM,QRadar,SIEM from QRadar,v1,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Covered,39.2,Active,337518,65,8351,,
TM-0395,Threat Intelligence Platform,Anomali,Threat Intelligence Platform from Anomali,v2,SOC,"Monitoring, detection, and response control coverage via Threat Intelligence Platform",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,39.4,Active,268956,55,16526,,
TM-0396,Digital Risk Protection,CTM360,Digital Risk Protection from CTM360,v2,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Cloud,Missing,45.6,Active,354698,79,16064,,
TM-0397,DAM,Imperva,DAM from Imperva,v3,Data,Data security and application protection with DAM,PR.DS,Data Security,CIS-v8.1,Regional,Cloud,Missing,64.2,Active,200644,69,4493,,
TM-0398,EPP,Carbon Black,EPP from Carbon Black,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Regional,Hybrid,Covered,90.8,Active,128246,36,12738,,
TM-0399,Sandboxing,OPSWAT,Sandboxing from OPSWAT,v1,SOC,"Monitoring, detection, and response control coverage via Sandboxing",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Missing,69.8,Active,415636,64,19406,,
TM-0400,Cybersecurity awareness training,OutThink,Cybersecurity awareness training from OutThink,v3,SOC,"Monitoring, detection, and response control coverage via Cybersecurity awareness training",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Cloud,Covered,66.6,Active,234065,35,6063,,
TM-0401,Email security,Proofpoint,Email security from Proofpoint,v2,Email,Email threat prevention and response via Email security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Covered,70.7,Active,160535,44,18332,,
TM-0402,Vulnerability Management,Tenable,Vulnerability Management from Tenable,v3,Data,Data security and application protection with Vulnerability Management,PR.DS,Data Security,NIST-CSF-2.0,Regional,On-Prem,Covered,51.7,Active,296506,67,19811,,
